CTY_NAME,CTY_TXT,State,Region,Division,POINT_X,POINT_Y
Crittenden,G05035,Arkansas,South Region,West South Central Division,-90.30877788300,35.20804910520
Do??a Ana,G35013,New Mexico,West Region,Mountain Division,-106.83282026700,32.35269075610
Hettinger,G38041,North Dakota,Midwest Region,West North Central Division,-102.46029455700,46.43241621800
Clinton,G36019,New York,Northeast Region,Middle Atlantic Division,-73.67819280300,44.74630058810
Ocean,G34029,New Jersey,Northeast Region,Middle Atlantic Division,-74.29891782170,39.91134217330
Erie,G36029,New York,Northeast Region,Middle Atlantic Division,-78.73074503400,42.76207273950
Kidder,G38043,North Dakota,Midwest Region,West North Central Division,-99.78004637370,46.98009353410
Brookings,G46011,South Dakota,Midwest Region,West North Central Division,-96.79041003440,44.36968124400
Emery,G49015,Utah,West Region,Mountain Division,-110.70047385900,38.99657955430
Gilliam,G41021,Oregon,West Region,Pacific Division,-120.21092922200,45.37796895350
Hood River,G41027,Oregon,West Region,Pacific Division,-121.65119612900,45.51928165360
Deschutes,G41017,Oregon,West Region,Pacific Division,-121.22796076800,43.91480962160
Cleveland,G40027,Oklahoma,South Region,West South Central Division,-97.32660069090,35.20310518810
Campbell,G46021,South Dakota,Midwest Region,West North Central Division,-100.05150969500,45.77107475120
Garfield,G49017,Utah,West Region,Mountain Division,-111.44313979600,37.85491139060
Carter,G40019,Oklahoma,South Region,West South Central Division,-97.28573064570,34.25086786340
Cimarron,G40025,Oklahoma,South Region,West South Central Division,-102.51770489400,36.74825534280
Bonneville,G16019,Idaho,West Region,Mountain Division,-111.61488198900,43.38770693660
Flathead,G30029,Montana,West Region,Mountain Division,-114.04967486600,48.29518798520
Jefferson,G36045,New York,Northeast Region,Middle Atlantic Division,-75.91165544900,44.04035577020
Granite,G30039,Montana,West Region,Mountain Division,-113.44033589500,46.40437908710
Harding,G35021,New Mexico,West Region,Mountain Division,-103.81996001800,35.85805208090
Desha,G05041,Arkansas,South Region,West South Central Division,-91.25410235080,33.83367314380
Golden Valley,G30037,Montana,West Region,Mountain Division,-109.17490571100,46.38125123940
Hidalgo,G35023,New Mexico,West Region,Mountain Division,-108.71481680300,31.91417364430
De Soto,G22031,Louisiana,South Region,West South Central Division,-93.73743375190,32.05545258450
Los Alamos,G35028,New Mexico,West Region,Mountain Division,-106.30671196700,35.86951799350
Dallas,G05039,Arkansas,South Region,West South Central Division,-92.65477066560,33.96953849540
Fulton,G36035,New York,Northeast Region,Middle Atlantic Division,-74.42238614250,43.11390076740
Whatcom,G53073,Washington,West Region,Pacific Division,-121.71643487800,48.82573320170
East Baton Rouge,G22033,Louisiana,South Region,West South Central Division,-91.09611999090,30.53802833480
Woodruff,G05147,Arkansas,South Region,West South Central Division,-91.24334527960,35.18641481360
Grand Forks,G38035,North Dakota,Midwest Region,West North Central Division,-97.45676516370,47.92173768610
Washington,G40147,Oklahoma,South Region,West South Central Division,-95.90435611530,36.71520199660
McLean,G38055,North Dakota,Midwest Region,West North Central Division,-101.32197652700,47.60693031450
Golden Valley,G38033,North Dakota,Midwest Region,West North Central Division,-103.84669732800,46.94027940880
Foster,G38031,North Dakota,Midwest Region,West North Central Division,-98.88303118270,47.45701513050
Madison,G36053,New York,Northeast Region,Middle Atlantic Division,-75.67006378460,42.91285387200
Kings,G36047,New York,Northeast Region,Middle Atlantic Division,-73.94864623540,40.64479290500
Greene,G05055,Arkansas,South Region,West South Central Division,-90.55922386760,36.11759458940
Island,G53029,Washington,West Region,Pacific Division,-122.54797108300,48.16254998870
Faulkner,G05045,Arkansas,South Region,West South Central Division,-92.33201862480,35.14706659580
Codington,G46029,South Dakota,Midwest Region,West North Central Division,-97.18856262520,44.97787156030
Windham,G09015,Connecticut,Northeast Region,New England Division,-71.98743026910,41.83010012130
Clay,G46027,South Dakota,Midwest Region,West North Central Division,-96.97562353650,42.91471770400
Vermilion,G22113,Louisiana,South Region,West South Central Division,-92.32366194130,29.84551211970
Cross,G05037,Arkansas,South Region,West South Central Division,-90.77114441430,35.29569379810
Garland,G05051,Arkansas,South Region,West South Central Division,-93.15040653800,34.57668904710
Crawford,G05033,Arkansas,South Region,West South Central Division,-94.24322022340,35.58884337840
Woodward,G40153,Oklahoma,South Region,West South Central Division,-99.26487543780,36.42263522530
Millard,G49027,Utah,West Region,Mountain Division,-113.10048362100,39.07377095050
Edmunds,G46045,South Dakota,Midwest Region,West North Central Division,-99.21527448000,45.41872571370
Josephine,G41033,Oregon,West Region,Pacific Division,-123.55542662600,42.36547422390
Marion,G41047,Oregon,West Region,Pacific Division,-122.58544133300,44.90306266520
Hempstead,G05057,Arkansas,South Region,West South Central Division,-93.66883370190,33.73499971800
Camas,G16025,Idaho,West Region,Mountain Division,-114.80586513000,43.46320116720
Bonner,G16017,Idaho,West Region,Mountain Division,-116.60107141100,48.29973224520
Haakon,G46055,South Dakota,Midwest Region,West North Central Division,-101.54009235100,44.29432945190
Bingham,G16011,Idaho,West Region,Mountain Division,-112.39820308600,43.21643198370
Custer,G46033,South Dakota,Midwest Region,West North Central Division,-103.45126606800,43.67761818770
Drew,G05043,Arkansas,South Region,West South Central Division,-91.71988298110,33.58943796100
Rich,G49033,Utah,West Region,Mountain Division,-111.24436770000,41.63246241380
Concordia,G22029,Louisiana,South Region,West South Central Division,-91.63995100000,31.44614559710
Lewis,G53041,Washington,West Region,Pacific Division,-122.39241493300,46.57769016000
Cumberland,G34011,New Jersey,Northeast Region,Middle Atlantic Division,-75.11074941520,39.37306532500
Musselshell,G30065,Montana,West Region,Mountain Division,-108.39760962400,46.49651877590
Ouachita,G22073,Louisiana,South Region,West South Central Division,-92.15504668510,32.47814300900
Jefferson,G30043,Montana,West Region,Mountain Division,-112.09381448500,46.14854256150
Chouteau,G30015,Montana,West Region,Mountain Division,-110.43512390600,47.88058708690
Phillips,G30071,Montana,West Region,Mountain Division,-107.91325279700,48.25906325340
Dawson,G30021,Montana,West Region,Mountain Division,-104.89956283500,47.26643586910
Ravalli,G30081,Montana,West Region,Mountain Division,-114.12069276400,46.08174719470
Mineral,G30061,Montana,West Region,Mountain Division,-114.99853278200,47.14745812490
Daniels,G30019,Montana,West Region,Mountain Division,-105.54859802900,48.78373867490
Evangeline,G22039,Louisiana,South Region,West South Central Division,-92.40586954670,30.72863014890
Meagher,G30059,Montana,West Region,Mountain Division,-110.88585900900,46.59820386650
Mercer,G34021,New Jersey,Northeast Region,Middle Atlantic Division,-74.70192045740,40.28343404250
Iberville,G22047,Louisiana,South Region,West South Central Division,-91.34914316880,30.25841884720
Carbon,G30009,Montana,West Region,Mountain Division,-109.02849528300,45.22738449820
Natchitoches,G22069,Louisiana,South Region,West South Central Division,-93.09636326420,31.72353644020
Canyon,G16027,Idaho,West Region,Mountain Division,-116.70918950500,43.62501858160
Jefferson,G22051,Louisiana,South Region,West South Central Division,-90.12068561250,29.75785281010
Livingston,G22063,Louisiana,South Region,West South Central Division,-90.72812161030,30.44010685160
Cibola,G35006,New Mexico,West Region,Mountain Division,-107.99981828500,34.91253805130
De Baca,G35011,New Mexico,West Region,Mountain Division,-104.41195071500,34.34237824200
Luna,G35029,New Mexico,West Region,Mountain Division,-107.74974372800,32.18215921750
Mora,G35033,New Mexico,West Region,Mountain Division,-104.94457037700,36.00979809130
Warren,G34041,New Jersey,Northeast Region,Middle Atlantic Division,-74.99693246980,40.85723335170
Union,G34039,New Jersey,Northeast Region,Middle Atlantic Division,-74.31080434780,40.66001591070
Genesee,G36037,New York,Northeast Region,Middle Atlantic Division,-78.19377519630,43.00099127780
Lewis,G36049,New York,Northeast Region,Middle Atlantic Division,-75.44887482220,43.78461242390
Franklin,G36033,New York,Northeast Region,Middle Atlantic Division,-74.30336524940,44.59254235760
Eddy,G35015,New Mexico,West Region,Mountain Division,-104.30430884400,32.47139991010
Montgomery,G36057,New York,Northeast Region,Middle Atlantic Division,-74.43956180950,42.90230963140
Renville,G38075,North Dakota,Midwest Region,West North Central Division,-101.65777428500,48.71901331050
Wells,G38103,North Dakota,Midwest Region,West North Central Division,-99.66093508730,47.58747748400
Ramsey,G38071,North Dakota,Midwest Region,West North Central Division,-98.72015082010,48.26886437920
Comanche,G40031,Oklahoma,South Region,West South Central Division,-98.47166477790,34.66205246100
Craig,G40035,Oklahoma,South Region,West South Central Division,-95.20851522550,36.76176834820
Cherokee,G40021,Oklahoma,South Region,West South Central Division,-94.99964133340,35.90662284800
Bryan,G40013,Oklahoma,South Region,West South Central Division,-96.25925580840,33.96225997110
McKenzie,G38053,North Dakota,Midwest Region,West North Central Division,-103.39543494000,47.74016034750
Custer,G40039,Oklahoma,South Region,West South Central Division,-99.00144637150,35.63885604590
Garfield,G40047,Oklahoma,South Region,West South Central Division,-97.78272538400,36.37900848190
Mercer,G38057,North Dakota,Midwest Region,West North Central Division,-101.83152953900,47.30914256440
Ellis,G40045,Oklahoma,South Region,West South Central Division,-99.75454589780,36.21821153990
San Juan,G35045,New Mexico,West Region,Mountain Division,-108.32067149600,36.50840864970
LaMoure,G38045,North Dakota,Midwest Region,West North Central Division,-98.53558589250,46.45689990260
Canadian,G40017,Oklahoma,South Region,West South Central Division,-97.98248725990,35.54252464860
Orange,G36071,New York,Northeast Region,Middle Atlantic Division,-74.30578614230,41.40204383920
Yates,G36123,New York,Northeast Region,Middle Atlantic Division,-77.10525874030,42.63339584150
Osage,G40113,Oklahoma,South Region,West South Central Division,-96.39832900240,36.62918994000
Piute,G49031,Utah,West Region,Mountain Division,-112.12698093400,38.33644121600
Utah,G49049,Utah,West Region,Mountain Division,-111.67024182000,40.12002841690
Mason,G53045,Washington,West Region,Pacific Division,-123.19901883300,47.35132864240
Hamlin,G46057,South Dakota,Midwest Region,West North Central Division,-97.18836051030,44.67375798140
Day,G46037,South Dakota,Midwest Region,West North Central Division,-97.60746006440,45.36712201920
Fall River,G46047,South Dakota,Midwest Region,West North Central Division,-103.52765783300,43.23936314150
Grand,G49019,Utah,West Region,Mountain Division,-109.56937991300,38.98185544900
Brule,G46015,South Dakota,Midwest Region,West North Central Division,-99.08097690200,43.71807002180
Walla Walla,G53071,Washington,West Region,Pacific Division,-118.47855165600,46.22972595000
Sherman,G41055,Oregon,West Region,Pacific Division,-120.68949157600,45.40540766440
Jefferson,G40067,Oklahoma,South Region,West South Central Division,-97.83586614610,34.11110104690
Hanson,G46061,South Dakota,Midwest Region,West North Central Division,-97.78727564020,43.67469866900
Grant,G53025,Washington,West Region,Pacific Division,-119.45163605300,47.20569208800
Woods,G40151,Oklahoma,South Region,West South Central Division,-98.86516820270,36.76696854200
Lawrence,G46081,South Dakota,Midwest Region,West North Central Division,-103.79221137500,44.35849728300
Texas,G40139,Oklahoma,South Region,West South Central Division,-101.49004080100,36.74790266970
Pottawatomie,G40125,Oklahoma,South Region,West South Central Division,-96.94840956910,35.20665936900
Okmulgee,G40111,Oklahoma,South Region,West South Central Division,-95.96427300940,35.64659794930
Morrow,G41049,Oregon,West Region,Pacific Division,-119.58432976600,45.41878663970
Garfield,G53023,Washington,West Region,Pacific Division,-117.54532211100,46.43161821140
Haskell,G40061,Oklahoma,South Region,West South Central Division,-95.11632583870,35.22483049260
Greer,G40055,Oklahoma,South Region,West South Central Division,-99.56027807190,34.93578361220
Hughes,G40063,Oklahoma,South Region,West South Central Division,-96.25027642560,35.04828336870
Hand,G46059,South Dakota,Midwest Region,West North Central Division,-99.00488667990,44.54775391360
Mellette,G46095,South Dakota,Midwest Region,West North Central Division,-100.76004605900,43.58114271140
Lincoln,G46083,South Dakota,Midwest Region,West North Central Division,-96.72176250300,43.27889411670
Davis,G49011,Utah,West Region,Mountain Division,-112.11100320700,40.99061033770
Lee,G05077,Arkansas,South Region,West South Central Division,-90.78218637740,34.78067824960
Caribou,G16029,Idaho,West Region,Mountain Division,-111.56243112700,42.77069130800
Oneida,G16071,Idaho,West Region,Mountain Division,-112.53961222400,42.19496516000
Clearwater,G16035,Idaho,West Region,Mountain Division,-115.65656537800,46.67372986460
Jefferson,G05069,Arkansas,South Region,West South Central Division,-91.93125433790,34.26869490540
Lincoln,G16063,Idaho,West Region,Mountain Division,-114.13838209800,43.00241334690
Elmore,G16039,Idaho,West Region,Mountain Division,-115.46937462700,43.35367010430
Hot Spring,G05059,Arkansas,South Region,West South Central Division,-92.94603635390,34.31761447770
Independence,G05063,Arkansas,South Region,West South Central Division,-91.56981878040,35.74146963970
